Date	Temperature	Humidity	Wind.speed	Visibility	Dew.point.temperature
2018-02-09	2.6	27	0.8	1120	-14.5
2018-02-09	4	25	0.9	1009	-14.3
2018-02-09	5	24	1	1037	-13.9
2018-02-09	6	28	1.7	1183	-11.1
2018-02-09	4.8	38	3	1582	-8.3
2018-02-09	4.1	40	2.1	1327	-8.3
2018-02-09	3.3	58	1.7	1024	-4.1
2018-02-09	3	61	1.9	842	-3.8
2018-02-09	2.9	63	1	786	-3.4
2018-02-09	2.5	66	1.1	759	-3.2
2018-02-09	2	70	0.7	689	-2.9
2018-02-10	1.5	71	1.1	590	-3.1
2018-02-10	NA	71	1.2	584	-3
2018-02-10	1.9	71	1.5	584	-2.8
2018-02-10	2	71	1.2	534	-2.7
2018-02-10	1.9	74	1.2	514	-2.2
2018-02-10	1.8	75	2	484	-2.1
2018-02-10	1.6	78	1.6	448	-1.8
2018-02-10	1.6	81	1.4	393	-1.3
2018-02-10	1.6	82	1.3	349	-1.1
2018-02-10	1.6	78	2	260	-1.8
2018-02-10	1.8	73	2.8	270	-2.5
2018-02-10	2.6	62	2.9	294	-3.9
2018-02-10	2.9	53	4.7	354	-5.7
2018-02-10	2.8	31	4	967	-12.6
2018-02-10	2.2	24	4.5	1700	-16.3
2018-02-10	2	20	4.1	1942	-18.6
2018-02-10	0.3	17	4.9	2000	-21.9
2018-02-10	-0.9	19	5	2000	-21.6
2018-02-10	-2	15	5.6	2000	-25.2
2018-02-10	-3.1	14	5.1	2000	-26.9
2018-02-10	-4.4	19	5.8	2000	-24.6
2018-02-10	-5.6	28	4.1	2000	-21.2
2018-02-10	-6.2	32	3.5	2000	-20.2
2018-02-10	-6.7	35	2.1	2000	-19.6
2018-02-11	-6.9	36	2.1	2000	-19.5
2018-02-11	-7	38	2.6	2000	-18.9
2018-02-11	-7	42	1.6	2000	-17.7
2018-02-11	-7.2	43	2	2000	-17.6
2018-02-11	-7.5	42	2.4	1998	-18.2
2018-02-11	-7.8	39	2.8	2000	-19.3
2018-02-11	-8.4	33	1.4	1963	-21.8
2018-02-11	-9.2	34	2	1945	-22.2
2018-02-11	-9.4	29	1.9	1967	-24.1
2018-02-11	-8.6	28	1.5	1786	-23.8
2018-02-11	-6.9	21	3.4	1827	-25.6
2018-02-11	-5	25	3.2	1853	-22
2018-02-11	-3.9	28	2.9	1921	-19.7
2018-02-11	-2.4	28	3	1953	-18.4
2018-02-11	-2.2	29	4.1	1983	-17.8
2018-02-11	-2.6	31	2.7	1987	-17.4
2018-02-11	-3.6	36	4.4	2000	-16.5
2018-02-11	-4.2	47	2.7	2000	-13.8
2018-02-11	-4.6	56	3.6	2000	-12
2018-02-11	-5.2	66	3.1	2000	-10.5
2018-02-11	-5.7	67	2.6	NA	-10.8
2018-02-11	-5.6	69	2.2	1984	-10.3
2018-02-11	-5.8	57	3.2	1980	-12.9
2018-02-11	-7	49	3.4	1984	-15.9
